headline_text,label,tokenized_sents,developed_exists,developing_exists,cat
iraq agrees principle destroy missiles,-1,"{'agrees', 'missiles', 'principle', 'destroy', 'iraq'}",0,1,developing
iraq says missile destruction could start tomorrow,-1,"{'says', 'start', 'could', 'tomorrow', 'iraq', 'destruction', 'missile'}",0,1,developing
liverpool celtic set battle britain,-1,"{'liverpool', 'celtic', 'battle', 'set', 'britain'}",1,0,developed
mbeki apologises briton held error,-1,"{'apologises', 'error', 'briton', 'mbeki', 'held'}",1,0,developed
mcgrath skittles namibia,0,"{'namibia', 'mcgrath', 'skittles'}",0,1,developing
n korea vows never yield us pressure,-1,"{'pressure', 'korea', 'us', 'yield', 'vows', 'n', 'never'}",1,0,developed
nz woman first head surgical college,0,"{'first', 'head', 'woman', 'surgical', 'nz', 'college'}",1,0,developed
pakistan seizes drugs bombs smuggled,-1,"{'seizes', 'pakistan', 'drugs', 'bombs', 'smuggled'}",0,1,developing
rovanpera leads turkey solberg retires,0,"{'turkey', 'retires', 'leads', 'rovanpera', 'solberg'}",0,1,developing
rower set madagascar,0,"{'rower', 'set', 'madagascar'}",0,1,developing
security council minnows demand iraq consensus,1,"{'demand', 'council', 'consensus', 'iraq', 'minnows', 'security'}",0,1,developing
solberg takes lead turkey,0,"{'takes', 'lead', 'solberg', 'turkey'}",0,1,developing
thailand appoint panels oversee drugs,0,"{'panels', 'thailand', 'appoint', 'drugs', 'oversee'}",0,1,developing
tourism operators drum business japan,0,"{'operators', 'tourism', 'japan', 'business', 'drum'}",1,0,developed
uk karate champ jail perth rape,-1,"{'uk', 'karate', 'champ', 'perth', 'rape', 'jail'}",1,0,developed
uk scam hits wide bay businesses,-1,"{'scam', 'uk', 'businesses', 'bay', 'wide', 'hits'}",1,0,developed
un deliberates new resolution iraq,0,"{'resolution', 'deliberates', 'un', 'iraq', 'new'}",0,1,developing
us denies ignoring north korea crisis,-1,"{'north', 'ignoring', 'korea', 'us', 'denies', 'crisis'}",1,0,developed
us lowers terrorist alert,-1,"{'us', 'terrorist', 'lowers', 'alert'}",1,0,developed
us votes ban human cloning,-1,"{'votes', 'us', 'human', 'ban', 'cloning'}",1,0,developed
zimbabwe deliver final insult olonga,-1,"{'deliver', 'zimbabwe', 'insult', 'final', 'olonga'}",0,1,developing
aussies drum tourism interest japan,1,"{'tourism', 'japan', 'aussies', 'interest', 'drum'}",1,0,developed
aust farmers suffer free trade,0,"{'free', 'trade', 'suffer', 'aust', 'farmers'}",1,0,developed
blix confident iraq destroy missiles,0,"{'missiles', 'blix', 'destroy', 'iraq', 'confident'}",0,1,developing
blix welcomes announcement iraq disarm,1,"{'welcomes', 'blix', 'iraq', 'announcement', 'disarm'}",0,1,developing
britain drafts controversial atlantic solution,0,"{'controversial', 'solution', 'drafts', 'atlantic', 'britain'}",1,0,developed
burundi population risk brutal civil war,-1,"{'civil', 'brutal', 'population', 'war', 'burundi', 'risk'}",0,1,developing
chechen rebel groups branded terrorists us,-1,"{'groups', 'branded', 'us', 'rebel', 'terrorists', 'chechen'}",1,0,developed
claim 50 zimbabwe opposition members,0,"{'opposition', 'members', 'claim', 'zimbabwe', '50'}",0,1,developing
flower streak lead zimbabwe victory,0,"{'flower', 'zimbabwe', 'victory', 'lead', 'streak'}",0,1,developing
greens forum deal membership war iraq,-1,"{'greens', 'deal', 'forum', 'war', 'membership', 'iraq'}",0,1,developing
iraq begins destruction banned missiles,-1,"{'missiles', 'banned', 'begins', 'iraq', 'destruction'}",0,1,developing
iraqi opposition opposed us turkey agreement,1,"{'opposition', 'turkey', 'agreement', 'us', 'iraqi', 'opposed'}",1,1,developed/developing
iraq destroy missiles early today,-1,"{'today', 'missiles', 'early', 'destroy', 'iraq'}",0,1,developing
iraq destroy missiles weekend,-1,"{'iraq', 'weekend', 'destroy', 'missiles'}",0,1,developing
nine killed road accident thailand,-1,"{'road', 'thailand', 'killed', 'accident', 'nine'}",0,1,developing
n korea blames us causing nuclear rift,-1,"{'causing', 'nuclear', 'korea', 'blames', 'us', 'rift', 'n'}",1,0,developed
n korean lawyers indicts us nuke crisis,-1,"{'nuke', 'us', 'korean', 'indicts', 'lawyers', 'crisis', 'n'}",1,0,developed
n korea says us spy flights prepare war,-1,"{'says', 'korea', 'flights', 'us', 'war', 'spy', 'prepare', 'n'}",1,0,developed
nz authorities investigate japanese student,0,"{'nz', 'student', 'investigate', 'japanese', 'authorities'}",1,0,developed
ogara recalled france clash,0,"{'france', 'recalled', 'ogara', 'clash'}",1,0,developed
philippines sign counter terrorism pact,-1,"{'counter', 'pact', 'terrorism', 'sign', 'philippines'}",0,1,developing
pope send peace envoy us,1,"{'peace', 'us', 'pope', 'send', 'envoy'}",1,0,developed
rumsfeld accuses us media misleading public,-1,"{'rumsfeld', 'us', 'public', 'media', 'accuses', 'misleading'}",1,0,developed
south asia stops india vs pakistan,0,"{'stops', 'vs', 'pakistan', 'south', 'india', 'asia'}",0,1,developing
ton anwar leads pakistan charge india,0,"{'anwar', 'leads', 'charge', 'pakistan', 'ton', 'india'}",0,1,developing
top iraqis arrive egypt arab summit,1,"{'summit', 'top', 'iraqis', 'egypt', 'arrive', 'arab'}",0,1,developing
two major political parties join forces austria,1,"{'two', 'political', 'austria', 'join', 'parties', 'forces', 'major'}",1,0,developed
two policemen killed outside us consulate,-1,"{'two', 'us', 'outside', 'policemen', 'killed', 'consulate'}",1,0,developed
un inspections generate results france,0,"{'inspections', 'results', 'generate', 'france', 'un'}",1,0,developed
us economy fights recession,-1,"{'us', 'economy', 'fights', 'recession'}",1,0,developed
us restates willingness disarm iraq,1,"{'restates', 'us', 'willingness', 'iraq', 'disarm'}",1,1,developed/developing
us slaps terror sanctions three chechen rebel,-1,"{'three', 'us', 'terror', 'rebel', 'slaps', 'sanctions', 'chechen'}",1,0,developed
us stocks set open flat,0,"{'us', 'stocks', 'open', 'set', 'flat'}",1,0,developed
zimbabwe clergymen rally outside police hq,0,"{'rally', 'zimbabwe', 'outside', 'hq', 'police', 'clergymen'}",0,1,developing
zimbabwe police arrest clergymen protest,-1,"{'police', 'zimbabwe', 'protest', 'arrest', 'clergymen'}",0,1,developing
al qaeda suspect arrested pakistan,-1,"{'al', 'pakistan', 'suspect', 'qaeda', 'arrested'}",0,1,developing
arab leaders reject idea military strike iraq,-1,"{'reject', 'idea', 'military', 'strike', 'iraq', 'leaders', 'arab'}",0,1,developing
aust missile defence shield likely hill,0,"{'likely', 'defence', 'aust', 'shield', 'missile', 'hill'}",1,0,developed
australia cleans 6300 tonnes rubbish,0,"{'rubbish', 'australia', 'cleans', 'tonnes', '6300'}",1,0,developed
bhutan aims eradicate fruit fly problem,-1,"{'eradicate', 'problem', 'bhutan', 'fruit', 'fly', 'aims'}",0,1,developing
bichel sets australia record,0,"{'australia', 'record', 'sets', 'bichel'}",1,0,developed
britain dismisses iraqs destruction banned,-1,"{'dismisses', 'banned', 'iraqs', 'destruction', 'britain'}",1,0,developed
bush committed forming democracy iraq,1,"{'forming', 'committed', 'bush', 'democracy', 'iraq'}",0,1,developing
castro arrives japan three day visit,0,"{'three', 'japan', 'castro', 'arrives', 'day', 'visit'}",1,0,developed
china planning moon exploration program,1,"{'planning', 'exploration', 'china', 'moon', 'program'}",1,0,developed
chirac remains opposed us led war iraq,-1,"{'led', 'chirac', 'us', 'remains', 'war', 'iraq', 'opposed'}",1,1,developed/developing
clean australia day turns 14,1,"{'australia', 'turns', 'day', 'clean', '14'}",1,0,developed
confusion surrounds turkeys decision us troops,-1,"{'decision', 'us', 'confusion', 'troops', 'turkeys', 'surrounds'}",1,0,developed
france remains opposed resolution leading war,-1,"{'resolution', 'remains', 'leading', 'france', 'war', 'opposed'}",1,0,developed
india win puts fans frenzy,1,"{'puts', 'fans', 'frenzy', 'india', 'win'}",0,1,developing
iran reformists accept big council election defeat,0,"{'big', 'council', 'defeat', 'iran', 'reformists', 'accept', 'election'}",0,1,developing
iraq continues conceal banned weapons straw,-1,"{'conceal', 'weapons', 'banned', 'straw', 'iraq', 'continues'}",0,1,developing
iraq destroys four banned missiles,-1,"{'destroys', 'missiles', 'four', 'banned', 'iraq'}",0,1,developing
iraq says emirates us agent seeking saddam,0,"{'seeking', 'says', 'us', 'saddam', 'iraq', 'emirates', 'agent'}",1,1,developed/developing
kenya cruise super sixes,1,"{'super', 'cruise', 'kenya', 'sixes'}",0,1,developing
key al qaeda figure arrested pakistan,-1,"{'figure', 'al', 'key', 'pakistan', 'qaeda', 'arrested'}",0,1,developing
kuwaiti nabbed us military hotel suspect,-1,"{'hotel', 'us', 'military', 'suspect', 'nabbed', 'kuwaiti'}",1,0,developed
pakistan shattered india defeat,-1,"{'shattered', 'india', 'pakistan', 'defeat'}",0,1,developing
philippines australia sign security agreement,1,"{'agreement', 'australia', 'sign', 'security', 'philippines'}",1,1,developed/developing
police deny arresting 50 zimbabwe opposition,-1,"{'opposition', 'arresting', 'zimbabwe', 'deny', 'police', '50'}",0,1,developing
protesters march us embassy pms lodge,-1,"{'embassy', 'protesters', 'pms', 'us', 'lodge', 'march'}",1,0,developed
sainz retains lead rally turkey,0,"{'rally', 'turkey', 'retains', 'sainz', 'lead'}",0,1,developing
september 11 alleged mastermind handed us,0,"{'september', 'alleged', 'us', 'handed', 'mastermind', '11'}",1,0,developed
six executed china,0,"{'china', 'six', 'executed'}",1,0,developed
slashin tendulkar leads india crushing win,1,"{'slashin', 'leads', 'crushing', 'india', 'tendulkar', 'win'}",0,1,developing
suspected al qaeda mastermind arrested pakistan,-1,"{'al', 'suspected', 'mastermind', 'pakistan', 'qaeda', 'arrested'}",0,1,developing
thailand pm admits police may executing,1,"{'admits', 'may', 'thailand', 'pm', 'police', 'executing'}",0,1,developing
thailand pm admits police may executing suspects,0,"{'admits', 'may', 'thailand', 'pm', 'police', 'suspects', 'executing'}",0,1,developing
thailand police claim 31 1035 killings drugs,-1,"{'claim', 'killings', 'thailand', 'police', '1035', 'drugs', '31'}",0,1,developing
troop smashes barrier japan,0,"{'japan', 'troop', 'smashes', 'barrier'}",1,0,developed
turkey says still friends us warns iraq,1,"{'turkey', 'says', 'warns', 'us', 'friends', 'still', 'iraq'}",1,1,developed/developing
un inspectors seek verification iraq destroyed bio,-1,"{'seek', 'inspectors', 'bio', 'verification', 'destroyed', 'iraq', 'un'}",0,1,developing
us disappointed troops cannot deployed turkey,-1,"{'disappointed', 'turkey', 'us', 'can', 'not', 'deployed', 'troops'}",1,1,developed/developing
us govt interrogate suspected al qaeda,-1,"{'al', 'suspected', 'us', 'qaeda', 'interrogate', 'govt'}",1,0,developed
war protest begins outside us embassy,-1,"{'embassy', 'us', 'begins', 'outside', 'protest', 'war'}",1,0,developed
adelaide dance troupe heading us,0,"{'adelaide', 'troupe', 'us', 'dance', 'heading'}",1,0,developed
algeria offers stirring welcome chirac,1,"{'chirac', 'stirring', 'welcome', 'algeria', 'offers'}",0,1,developing
algeria signs friendship memo france,1,"{'signs', 'memo', 'algeria', 'france', 'friendship'}",1,1,developed/developing
smiles sainz wins rally turkey,1,"{'rally', 'turkey', 'wins', 'smiles', 'sainz'}",0,1,developing
aristocrat axes three us operations,0,"{'three', 'operations', 'us', 'axes', 'aristocrat'}",1,0,developed
aust muslim leader welcomes al qaeda arrest,0,"{'al', 'qaeda', 'welcomes', 'leader', 'aust', 'arrest', 'muslim'}",1,0,developed
aust post destroying fridge magnets labor,-1,"{'fridge', 'magnets', 'aust', 'labor', 'post', 'destroying'}",1,0,developed
australia recognises heroes bravery awards,1,"{'bravery', 'heroes', 'recognises', 'australia', 'awards'}",1,0,developed
big wheat year expected aust study,0,"{'big', 'wheat', 'expected', 'study', 'aust', 'year'}",1,0,developed
britain announces month long gun amnesty,-1,"{'long', 'amnesty', 'month', 'britain', 'gun', 'announces'}",1,0,developed
fiji detains journalist covering treason case,-1,"{'fiji', 'detains', 'covering', 'journalist', 'treason', 'case'}",0,1,developing
france confirms opposition second resolution,0,"{'opposition', 'resolution', 'second', 'france', 'confirms'}",1,0,developed
iran conservatives win local elections,1,"{'local', 'elections', 'conservatives', 'iran', 'win'}",0,1,developing
iraq resumes destroying missiles,-1,"{'iraq', 'destroying', 'resumes', 'missiles'}",0,1,developing
iraq threatens stop missile destruction,-1,"{'threatens', 'stop', 'iraq', 'destruction', 'missile'}",0,1,developing
islamists stage massive anti war rally pakistan,-1,"{'anti', 'rally', 'islamists', 'stage', 'pakistan', 'war', 'massive'}",0,1,developing
israel grant civil marriage licenses,1,"{'grant', 'civil', 'marriage', 'licenses', 'israel'}",1,0,developed
mackay sugar considers doubling sugar aust share,1,"{'sugar', 'share', 'considers', 'aust', 'mackay', 'doubling'}",1,0,developed
militia suspect kills cop italy train shoot,-1,"{'kills', 'cop', 'militia', 'train', 'italy', 'shoot', 'suspect'}",1,0,developed
40 dead nigeria fighting,-1,"{'40', 'dead', 'fighting', 'nigeria'}",0,1,developing
nz losing sheep back,-1,"{'sheep', 'losing', 'nz', 'back'}",1,0,developed
pakistan yet hand al qaeda suspect,1,"{'yet', 'al', 'hand', 'pakistan', 'suspect', 'qaeda'}",0,1,developing
pakistan zim drinking last chance saloon,1,"{'chance', 'zim', 'last', 'drinking', 'pakistan', 'saloon'}",0,1,developing
spurned us troop deal hurts turkish stocks,-1,"{'us', 'deal', 'stocks', 'hurts', 'turkish', 'troop', 'spurned'}",1,0,developed
turkey undecided continuing us platform debate,-1,"{'turkey', 'us', 'debate', 'platform', 'undecided', 'continuing'}",1,1,developed/developing
us says al qaeda shaken arrest,-1,"{'says', 'al', 'us', 'shaken', 'arrest', 'qaeda'}",1,0,developed
us trade pact wont hurt asia partnerships minister,1,"{'partnerships', 'trade', 'us', 'hurt', 'wont', 'minister', 'pact', 'asia'}",1,0,developed
us unmoved iraq missile move,0,"{'us', 'move', 'iraq', 'missile', 'unmoved'}",1,1,developed/developing
visit australian pm incenses nz greens,0,"{'australian', 'incenses', 'greens', 'nz', 'pm', 'visit'}",1,0,developed
warning issued us free trade deal report,1,"{'free', 'trade', 'us', 'deal', 'warning', 'report', 'issued'}",1,0,developed
alleged sept 11 mastermind flown pakistan,0,"{'sept', 'alleged', 'mastermind', '11', 'pakistan', 'flown'}",0,1,developing
australia may seek question al qaeda suspect,-1,"{'seek', 'al', 'question', 'may', 'australia', 'suspect', 'qaeda'}",1,0,developed
france turns duo take place injured,-1,"{'turns', 'place', 'france', 'injured', 'take', 'duo'}",1,0,developed
iraq says civilians killed coalition air raids,-1,"{'civilians', 'says', 'coalition', 'killed', 'air', 'raids', 'iraq'}",0,1,developing
iraq scraps another two three missiles,0,"{'another', 'three', 'two', 'missiles', 'scraps', 'iraq'}",0,1,developing
japan sends envoy mideast,0,"{'sends', 'japan', 'mideast', 'envoy'}",1,0,developed
many casualties blast philippines airport,0,"{'many', 'casualties', 'blast', 'airport', 'philippines'}",0,1,developing
n ireland peace talks way,1,"{'peace', 'way', 'ireland', 'talks', 'n'}",1,0,developed
n korean jets shadow us spy plane,0,"{'jets', 'shadow', 'us', 'plane', 'korean', 'spy', 'n'}",1,0,developed
nz delighted sorry south africa,0,"{'africa', 'delighted', 'sorry', 'nz', 'south'}",1,0,developed
pakistan disarray practice bust,0,"{'bust', 'pakistan', 'practice', 'disarray'}",0,1,developing
philippines warns arms race missile shield,0,"{'race', 'warns', 'shield', 'missile', 'philippines', 'arms'}",0,1,developing
strong tremor rattles quake hit china province,1,"{'hit', 'strong', 'quake', 'province', 'rattles', 'china', 'tremor'}",1,0,developed
us continues military build gulf,0,"{'build', 'us', 'military', 'gulf', 'continues'}",1,0,developed
us drops bombs iraq fly zone,-1,"{'us', 'fly', 'zone', 'iraq', 'drops', 'bombs'}",1,1,developed/developing
us guidelines highlight cancer risks infants,-1,"{'infants', 'cancer', 'guidelines', 'highlight', 'us', 'risks'}",1,0,developed
us olympic committee seeking extrication muck,0,"{'committee', 'seeking', 'us', 'olympic', 'extrication', 'muck'}",1,0,developed
us rethinks war strategy turkey rejects,-1,"{'turkey', 'strategy', 'us', 'rejects', 'war', 'rethinks'}",1,1,developed/developing
us complain north korean jets shadowed us spy,-1,"{'jets', 'north', 'us', 'shadowed', 'complain', 'korean', 'spy'}",1,0,developed
us uk push iraq vote next week,0,"{'push', 'uk', 'us', 'next', 'vote', 'iraq', 'week'}",1,1,developed/developing
vaile discuss medicine subsidy scheme us,0,"{'us', 'subsidy', 'medicine', 'discuss', 'scheme', 'vaile'}",1,0,developed
another bomb explodes southern philippines,-1,"{'another', 'explodes', 'southern', 'bomb', 'philippines'}",0,1,developing
arroyo says philippine combat us soldiers,-1,"{'says', 'us', 'soldiers', 'philippine', 'arroyo', 'combat'}",1,0,developed
