headline_text,tokenized_sents,developed_exists,developing_exists,cat,label
liverpool celtic set battle britain,"{'battle', 'britain', 'set', 'celtic', 'liverpool'}",1,0,developed,0
mbeki apologises briton held error,"{'held', 'error', 'mbeki', 'apologises', 'briton'}",1,0,developed,0
mcgrath skittles namibia,"{'skittles', 'namibia', 'mcgrath'}",0,1,developing,1
n korea vows never yield us pressure,"{'yield', 'vows', 'korea', 'pressure', 'never', 'us', 'n'}",1,0,developed,0
nz woman first head surgical college,"{'first', 'head', 'surgical', 'woman', 'college', 'nz'}",1,0,developed,1
pakistan seizes drugs bombs smuggled,"{'bombs', 'seizes', 'pakistan', 'drugs', 'smuggled'}",0,1,developing,0
rovanpera leads turkey solberg retires,"{'turkey', 'leads', 'rovanpera', 'solberg', 'retires'}",0,1,developing,1
rower set madagascar,"{'set', 'madagascar', 'rower'}",0,1,developing,1
security council minnows demand iraq consensus,"{'minnows', 'demand', 'iraq', 'consensus', 'security', 'council'}",0,1,developing,2
solberg takes lead turkey,"{'turkey', 'solberg', 'takes', 'lead'}",0,1,developing,1
thailand appoint panels oversee drugs,"{'appoint', 'oversee', 'panels', 'drugs', 'thailand'}",0,1,developing,1
tourism operators drum business japan,"{'japan', 'tourism', 'business', 'operators', 'drum'}",1,0,developed,1
uk karate champ jail perth rape,"{'jail', 'perth', 'champ', 'karate', 'uk', 'rape'}",1,0,developed,0
uk scam hits wide bay businesses,"{'bay', 'wide', 'hits', 'uk', 'businesses', 'scam'}",1,0,developed,0
un deliberates new resolution iraq,"{'new', 'resolution', 'iraq', 'un', 'deliberates'}",0,1,developing,1
us denies ignoring north korea crisis,"{'north', 'ignoring', 'korea', 'crisis', 'us', 'denies'}",1,0,developed,0
us lowers terrorist alert,"{'alert', 'us', 'terrorist', 'lowers'}",1,0,developed,0
us votes ban human cloning,"{'cloning', 'ban', 'votes', 'human', 'us'}",1,0,developed,0
zimbabwe deliver final insult olonga,"{'deliver', 'insult', 'olonga', 'final', 'zimbabwe'}",0,1,developing,0
aussies drum tourism interest japan,"{'interest', 'japan', 'tourism', 'aussies', 'drum'}",1,0,developed,2
aust farmers suffer free trade,"{'aust', 'free', 'farmers', 'suffer', 'trade'}",1,0,developed,1
blix confident iraq destroy missiles,"{'iraq', 'confident', 'missiles', 'destroy', 'blix'}",0,1,developing,1
blix welcomes announcement iraq disarm,"{'announcement', 'iraq', 'blix', 'welcomes', 'disarm'}",0,1,developing,2
britain drafts controversial atlantic solution,"{'atlantic', 'controversial', 'drafts', 'britain', 'solution'}",1,0,developed,1
burundi population risk brutal civil war,"{'risk', 'population', 'war', 'brutal', 'burundi', 'civil'}",0,1,developing,0
chechen rebel groups branded terrorists us,"{'branded', 'groups', 'chechen', 'terrorists', 'us', 'rebel'}",1,0,developed,0
claim 50 zimbabwe opposition members,"{'opposition', '50', 'claim', 'members', 'zimbabwe'}",0,1,developing,1
flower streak lead zimbabwe victory,"{'streak', 'flower', 'lead', 'victory', 'zimbabwe'}",0,1,developing,1
greens forum deal membership war iraq,"{'forum', 'iraq', 'membership', 'war', 'deal', 'greens'}",0,1,developing,0
iraq begins destruction banned missiles,"{'begins', 'destruction', 'banned', 'iraq', 'missiles'}",0,1,developing,0
iraqi opposition opposed us turkey agreement,"{'turkey', 'iraqi', 'opposition', 'opposed', 'us', 'agreement'}",1,1,developed/developing,2
iraq destroy missiles early today,"{'iraq', 'missiles', 'destroy', 'today', 'early'}",0,1,developing,0
iraq destroy missiles weekend,"{'iraq', 'weekend', 'missiles', 'destroy'}",0,1,developing,0
nine killed road accident thailand,"{'accident', 'killed', 'nine', 'road', 'thailand'}",0,1,developing,0
n korea blames us causing nuclear rift,"{'korea', 'nuclear', 'blames', 'rift', 'us', 'n', 'causing'}",1,0,developed,0
n korean lawyers indicts us nuke crisis,"{'lawyers', 'indicts', 'nuke', 'crisis', 'us', 'korean', 'n'}",1,0,developed,0
n korea says us spy flights prepare war,"{'korea', 'spy', 'says', 'war', 'us', 'prepare', 'flights', 'n'}",1,0,developed,0
nz authorities investigate japanese student,"{'japanese', 'authorities', 'investigate', 'student', 'nz'}",1,0,developed,1
ogara recalled france clash,"{'clash', 'france', 'ogara', 'recalled'}",1,0,developed,1
philippines sign counter terrorism pact,"{'counter', 'philippines', 'terrorism', 'pact', 'sign'}",0,1,developing,0
pope send peace envoy us,"{'peace', 'send', 'us', 'pope', 'envoy'}",1,0,developed,2
rumsfeld accuses us media misleading public,"{'misleading', 'public', 'media', 'accuses', 'us', 'rumsfeld'}",1,0,developed,0
south asia stops india vs pakistan,"{'pakistan', 'stops', 'india', 'south', 'asia', 'vs'}",0,1,developing,1
ton anwar leads pakistan charge india,"{'pakistan', 'ton', 'charge', 'leads', 'anwar', 'india'}",0,1,developing,1
top iraqis arrive egypt arab summit,"{'top', 'summit', 'arab', 'iraqis', 'arrive', 'egypt'}",0,1,developing,2
two major political parties join forces austria,"{'parties', 'join', 'austria', 'two', 'political', 'forces', 'major'}",1,0,developed,2
two policemen killed outside us consulate,"{'policemen', 'killed', 'two', 'outside', 'us', 'consulate'}",1,0,developed,0
un inspections generate results france,"{'inspections', 'france', 'results', 'un', 'generate'}",1,0,developed,1
us economy fights recession,"{'fights', 'economy', 'us', 'recession'}",1,0,developed,0
us restates willingness disarm iraq,"{'iraq', 'us', 'willingness', 'restates', 'disarm'}",1,1,developed/developing,1
us slaps terror sanctions three chechen rebel,"{'sanctions', 'slaps', 'three', 'terror', 'us', 'chechen', 'rebel'}",1,0,developed,0
us stocks set open flat,"{'open', 'stocks', 'set', 'us', 'flat'}",1,0,developed,1
zimbabwe clergymen rally outside police hq,"{'hq', 'clergymen', 'rally', 'outside', 'police', 'zimbabwe'}",0,1,developing,1
zimbabwe police arrest clergymen protest,"{'protest', 'clergymen', 'arrest', 'police', 'zimbabwe'}",0,1,developing,0
al qaeda suspect arrested pakistan,"{'qaeda', 'pakistan', 'suspect', 'arrested', 'al'}",0,1,developing,0
arab leaders reject idea military strike iraq,"{'reject', 'idea', 'strike', 'iraq', 'leaders', 'arab', 'military'}",0,1,developing,0
aust missile defence shield likely hill,"{'aust', 'missile', 'likely', 'hill', 'shield', 'defence'}",1,0,developed,1
australia cleans 6300 tonnes rubbish,"{'cleans', 'australia', '6300', 'tonnes', 'rubbish'}",1,0,developed,1
bhutan aims eradicate fruit fly problem,"{'problem', 'fruit', 'aims', 'eradicate', 'fly', 'bhutan'}",0,1,developing,0
bichel sets australia record,"{'australia', 'sets', 'bichel', 'record'}",1,0,developed,1
britain dismisses iraqs destruction banned,"{'iraqs', 'destruction', 'britain', 'banned', 'dismisses'}",1,0,developed,0
bush committed forming democracy iraq,"{'forming', 'democracy', 'iraq', 'committed', 'bush'}",0,1,developing,2
castro arrives japan three day visit,"{'visit', 'castro', 'japan', 'arrives', 'three', 'day'}",1,0,developed,1
china planning moon exploration program,"{'moon', 'planning', 'exploration', 'china', 'program'}",1,0,developed,2
chirac remains opposed us led war iraq,"{'remains', 'opposed', 'iraq', 'war', 'us', 'chirac', 'led'}",1,1,developed/developing,0
clean australia day turns 14,"{'clean', '14', 'australia', 'turns', 'day'}",1,0,developed,2
confusion surrounds turkeys decision us troops,"{'turkeys', 'surrounds', 'us', 'decision', 'troops', 'confusion'}",1,0,developed,0
france remains opposed resolution leading war,"{'leading', 'remains', 'opposed', 'resolution', 'france', 'war'}",1,0,developed,0
india win puts fans frenzy,"{'frenzy', 'fans', 'india', 'win', 'puts'}",0,1,developing,2
iran reformists accept big council election defeat,"{'reformists', 'iran', 'election', 'accept', 'big', 'council', 'defeat'}",0,1,developing,1
iraq continues conceal banned weapons straw,"{'straw', 'continues', 'conceal', 'banned', 'iraq', 'weapons'}",0,1,developing,0
iraq destroys four banned missiles,"{'destroys', 'banned', 'iraq', 'missiles', 'four'}",0,1,developing,0
iraq says emirates us agent seeking saddam,"{'seeking', 'agent', 'says', 'iraq', 'saddam', 'emirates', 'us'}",1,1,developed/developing,1
kenya cruise super sixes,"{'super', 'kenya', 'cruise', 'sixes'}",0,1,developing,2
key al qaeda figure arrested pakistan,"{'qaeda', 'pakistan', 'figure', 'arrested', 'key', 'al'}",0,1,developing,0
kuwaiti nabbed us military hotel suspect,"{'hotel', 'suspect', 'kuwaiti', 'military', 'us', 'nabbed'}",1,0,developed,0
pakistan shattered india defeat,"{'india', 'shattered', 'pakistan', 'defeat'}",0,1,developing,0
philippines australia sign security agreement,"{'australia', 'sign', 'philippines', 'security', 'agreement'}",1,1,developed/developing,2
police deny arresting 50 zimbabwe opposition,"{'opposition', '50', 'deny', 'police', 'arresting', 'zimbabwe'}",0,1,developing,0
protesters march us embassy pms lodge,"{'embassy', 'lodge', 'pms', 'us', 'march', 'protesters'}",1,0,developed,0
sainz retains lead rally turkey,"{'turkey', 'rally', 'retains', 'lead', 'sainz'}",0,1,developing,1
september 11 alleged mastermind handed us,"{'alleged', 'handed', 'mastermind', '11', 'us', 'september'}",1,0,developed,1
six executed china,"{'executed', 'china', 'six'}",1,0,developed,1
slashin tendulkar leads india crushing win,"{'crushing', 'india', 'leads', 'win', 'slashin', 'tendulkar'}",0,1,developing,2
suspected al qaeda mastermind arrested pakistan,"{'qaeda', 'pakistan', 'mastermind', 'arrested', 'al', 'suspected'}",0,1,developing,0
thailand pm admits police may executing,"{'pm', 'police', 'may', 'admits', 'executing', 'thailand'}",0,1,developing,2
thailand pm admits police may executing suspects,"{'pm', 'suspects', 'police', 'may', 'admits', 'executing', 'thailand'}",0,1,developing,2
thailand police claim 31 1035 killings drugs,"{'killings', 'claim', 'police', '31', 'drugs', '1035', 'thailand'}",0,1,developing,0
troop smashes barrier japan,"{'troop', 'barrier', 'japan', 'smashes'}",1,0,developed,1
turkey says still friends us warns iraq,"{'turkey', 'warns', 'says', 'iraq', 'us', 'friends', 'still'}",1,1,developed/developing,2
un inspectors seek verification iraq destroyed bio,"{'verification', 'destroyed', 'bio', 'inspectors', 'iraq', 'seek', 'un'}",0,1,developing,0
us disappointed troops cannot deployed turkey,"{'turkey', 'not', 'deployed', 'disappointed', 'us', 'can', 'troops'}",1,1,developed/developing,1
us govt interrogate suspected al qaeda,"{'qaeda', 'govt', 'al', 'interrogate', 'us', 'suspected'}",1,0,developed,0
war protest begins outside us embassy,"{'protest', 'embassy', 'begins', 'outside', 'war', 'us'}",1,0,developed,0
adelaide dance troupe heading us,"{'adelaide', 'dance', 'us', 'troupe', 'heading'}",1,0,developed,1
algeria offers stirring welcome chirac,"{'welcome', 'stirring', 'algeria', 'offers', 'chirac'}",0,1,developing,2
algeria signs friendship memo france,"{'algeria', 'france', 'signs', 'friendship', 'memo'}",1,1,developed/developing,2
smiles sainz wins rally turkey,"{'turkey', 'rally', 'smiles', 'wins', 'sainz'}",0,1,developing,2
aristocrat axes three us operations,"{'operations', 'aristocrat', 'three', 'us', 'axes'}",1,0,developed,1
aust muslim leader welcomes al qaeda arrest,"{'qaeda', 'aust', 'arrest', 'leader', 'muslim', 'al', 'welcomes'}",1,0,developed,1
aust post destroying fridge magnets labor,"{'aust', 'magnets', 'destroying', 'fridge', 'post', 'labor'}",1,0,developed,0
australia recognises heroes bravery awards,"{'heroes', 'recognises', 'australia', 'awards', 'bravery'}",1,0,developed,2
big wheat year expected aust study,"{'aust', 'wheat', 'study', 'year', 'big', 'expected'}",1,0,developed,1
britain announces month long gun amnesty,"{'gun', 'announces', 'month', 'amnesty', 'britain', 'long'}",1,0,developed,0
fiji detains journalist covering treason case,"{'journalist', 'case', 'treason', 'fiji', 'covering', 'detains'}",0,1,developing,0
france confirms opposition second resolution,"{'opposition', 'confirms', 'resolution', 'second', 'france'}",1,0,developed,1
iran conservatives win local elections,"{'conservatives', 'iran', 'win', 'elections', 'local'}",0,1,developing,2
iraq resumes destroying missiles,"{'iraq', 'resumes', 'missiles', 'destroying'}",0,1,developing,0
iraq threatens stop missile destruction,"{'destruction', 'missile', 'stop', 'iraq', 'threatens'}",0,1,developing,0
islamists stage massive anti war rally pakistan,"{'massive', 'rally', 'pakistan', 'islamists', 'stage', 'war', 'anti'}",0,1,developing,0
israel grant civil marriage licenses,"{'israel', 'grant', 'marriage', 'licenses', 'civil'}",1,0,developed,1
mackay sugar considers doubling sugar aust share,"{'aust', 'mackay', 'sugar', 'share', 'doubling', 'considers'}",1,0,developed,2
militia suspect kills cop italy train shoot,"{'suspect', 'shoot', 'kills', 'cop', 'train', 'militia', 'italy'}",1,0,developed,0
40 dead nigeria fighting,"{'40', 'fighting', 'dead', 'nigeria'}",0,1,developing,0
nz losing sheep back,"{'back', 'losing', 'sheep', 'nz'}",1,0,developed,0
pakistan yet hand al qaeda suspect,"{'qaeda', 'pakistan', 'hand', 'suspect', 'yet', 'al'}",0,1,developing,2
pakistan zim drinking last chance saloon,"{'saloon', 'pakistan', 'last', 'chance', 'drinking', 'zim'}",0,1,developing,2
spurned us troop deal hurts turkish stocks,"{'hurts', 'spurned', 'stocks', 'troop', 'turkish', 'us', 'deal'}",1,0,developed,0
turkey undecided continuing us platform debate,"{'turkey', 'continuing', 'undecided', 'us', 'platform', 'debate'}",1,1,developed/developing,1
us says al qaeda shaken arrest,"{'qaeda', 'arrest', 'says', 'al', 'shaken', 'us'}",1,0,developed,0
us trade pact wont hurt asia partnerships minister,"{'partnerships', 'minister', 'wont', 'us', 'pact', 'trade', 'hurt', 'asia'}",1,0,developed,2
us unmoved iraq missile move,"{'move', 'missile', 'unmoved', 'iraq', 'us'}",1,1,developed/developing,1
visit australian pm incenses nz greens,"{'pm', 'visit', 'australian', 'incenses', 'greens', 'nz'}",1,0,developed,1
warning issued us free trade deal report,"{'free', 'warning', 'us', 'issued', 'deal', 'trade', 'report'}",1,0,developed,0
alleged sept 11 mastermind flown pakistan,"{'alleged', 'pakistan', 'mastermind', 'sept', '11', 'flown'}",0,1,developing,1
australia may seek question al qaeda suspect,"{'qaeda', 'suspect', 'australia', 'al', 'seek', 'may', 'question'}",1,0,developed,0
france turns duo take place injured,"{'take', 'turns', 'place', 'injured', 'france', 'duo'}",1,0,developed,0
iraq says civilians killed coalition air raids,"{'coalition', 'killed', 'air', 'says', 'iraq', 'raids', 'civilians'}",0,1,developing,0
iraq scraps another two three missiles,"{'scraps', 'another', 'two', 'iraq', 'three', 'missiles'}",0,1,developing,1
japan sends envoy mideast,"{'envoy', 'sends', 'japan', 'mideast'}",1,0,developed,1
many casualties blast philippines airport,"{'many', 'airport', 'casualties', 'philippines', 'blast'}",0,1,developing,1
n ireland peace talks way,"{'talks', 'peace', 'way', 'n', 'ireland'}",1,0,developed,2
n korean jets shadow us spy plane,"{'shadow', 'spy', 'plane', 'us', 'korean', 'jets', 'n'}",1,0,developed,1
nz delighted sorry south africa,"{'delighted', 'africa', 'sorry', 'south', 'nz'}",1,0,developed,1
pakistan disarray practice bust,"{'disarray', 'pakistan', 'bust', 'practice'}",0,1,developing,1
philippines warns arms race missile shield,"{'arms', 'warns', 'missile', 'philippines', 'shield', 'race'}",0,1,developing,1
strong tremor rattles quake hit china province,"{'province', 'strong', 'china', 'rattles', 'hit', 'quake', 'tremor'}",1,0,developed,1
us continues military build gulf,"{'continues', 'build', 'us', 'military', 'gulf'}",1,0,developed,1
us drops bombs iraq fly zone,"{'bombs', 'zone', 'iraq', 'us', 'fly', 'drops'}",1,1,developed/developing,0
us guidelines highlight cancer risks infants,"{'guidelines', 'cancer', 'infants', 'risks', 'us', 'highlight'}",1,0,developed,0
us olympic committee seeking extrication muck,"{'committee', 'extrication', 'seeking', 'muck', 'us', 'olympic'}",1,0,developed,1
us rethinks war strategy turkey rejects,"{'turkey', 'rethinks', 'rejects', 'war', 'us', 'strategy'}",1,1,developed/developing,0
us complain north korean jets shadowed us spy,"{'north', 'spy', 'complain', 'shadowed', 'us', 'korean', 'jets'}",1,0,developed,0
us uk push iraq vote next week,"{'next', 'iraq', 'week', 'us', 'vote', 'uk', 'push'}",1,1,developed/developing,1
vaile discuss medicine subsidy scheme us,"{'medicine', 'scheme', 'subsidy', 'us', 'vaile', 'discuss'}",1,0,developed,1
another bomb explodes southern philippines,"{'explodes', 'bomb', 'another', 'southern', 'philippines'}",0,1,developing,0
arroyo says philippine combat us soldiers,"{'arroyo', 'combat', 'says', 'us', 'soldiers', 'philippine'}",1,0,developed,2
australia appeals public flogging saudi,"{'australia', 'public', 'appeals', 'saudi', 'flogging'}",1,0,developed,1
